state rawpoll_johnson adjpoll_johnson
"New York" 4.0 0.9393778
Oregon 6.31 4.99572
Kansas 9.2 7.88572
Pennsylvania 9.0 4.930382
"South Carolina" 6.97 5.65572
Florida 8.0 3.930382
U.S. 6.0 4.946425
"North Carolina" 15.0 10.93038
Tennessee 5.45 4.13572
Pennsylvania 6.0 2.761789
"District of Columbia" 7.4 6.08572
Iowa 8.71 7.39572
"Rhode Island" 7.94 6.62572
Pennsylvania 6.0 2.939378
Alabama 3.12 1.80572
"North Carolina" 4.0 1.644937
U.S. 5.0 4.220277
U.S. 7.2 5.001507
Maine 8.8 5.952553
U.S. 5.9 4.525287
Hawaii 7.57 6.25572
Georgia 5.0 2.921994
"North Carolina" 6.0 5.220277
Ohio 6.0 5.220277
Florida 2.0 1.220277
Pennsylvania 5.0 4.220277
U.S. 5.0 3.260278
U.S. 4.0 1.784972
Delaware 5.64 4.32572
"South Carolina" 5.0 1.339151
Maine 12.0 8.265203
Ohio 8.0 4.591481
Massachusetts 5.97 4.65572
Virginia 8.0 4.845411
U.S. 7.3 4.979844
U.S. 5.6 4.48504
"District of Columbia" 4.0 0.6256206
Georgia 5.31 3.99572
Michigan 3.0 2.413565
Maryland 5.74 4.42572
"North Carolina" 4.0 1.762213
"New Hampshire" 5.36 4.04572
Michigan 5.4 2.93959
Virginia 12.0 7.864318
California 7.0 3.939378
Colorado 6.6 5.28572
Florida 5.0 1.939378
Iowa 12.0 6.694705
Oregon 10.0 5.032062
"New Hampshire" 10.0 5.675329
Iowa 10.0 5.675329
U.S. 13.0 9.208012
Alaska 16.0 12.62562
U.S. 4.0 3.534034
U.S. 5.8 4.368425
Wyoming 9.0 5.625621
U.S. 5.7 4.515369
U.S. 7.7 5.27921
Maine 6.56 4.671147
Arizona 6.8 5.48572
Washington 6.55 5.23572
"South Dakota" 11.0 7.625621
"South Carolina" 7.0 3.806778
U.S. 6.0 4.869637
"New York" 6.0 3.108578
Alaska 9.09 7.201148
U.S. 5.0 3.068479
"Maine CD-1" 9.3 5.565203
"Maine CD-2" 14.0 10.2652
Pennsylvania 6.0 4.645704
Florida 4.0 2.645704
Ohio 6.0 4.645704
"North Carolina" 6.0 4.645704
Minnesota 8.21 6.89572
Michigan 6.06 4.74572
Montana 9.0 5.625621
"North Dakota" 12.0 8.625621
Georgia 8.0 5.108578
"North Carolina" 7.0 3.763697
Georgia 8.0 4.939378
"New Hampshire" 4.48 2.591147
Maine 10.0 7.108577
Georgia 5.7 3.357753
Delaware 12.04 10.15115
Mississippi 5.0 2.32019
Florida 3.9 1.006877
Virginia 7.69 6.37572
Michigan 6.5 2.716643
U.S. 9.3 5.065391
Nebraska 11.0 7.625621
"Rhode Island" 8.0 5.32019
"West Virginia" 7.0 3.625621
Mississippi 3.0 -0.5469429
"North Carolina" 9.0 4.809826
Georgia 10.1 6.598661
"New Hampshire" 12.0 9.32019
Vermont 9.0 6.32019
U.S. 9.0 6.530987
U.S. 7.0 2.828604
"Rhode Island" 7.0 3.625621
Hawaii 7.0 4.32019
U.S. 7.3 4.787571
Delaware 6.0 3.32019
"New Mexico" 18.0 13.67533
Colorado 15.0 9.610212
Virginia 12.0 6.610212
Indiana 7.47 6.15572
Montana 11.0 8.32019
Delaware 8.0 4.625621
Missouri 8.85 7.53572
Maryland 6.0 3.32019
Wisconsin 6.39 5.07572
Arkansas 5.0 2.32019
Washington 8.0 5.32019
U.S. 9.0 5.690511
"New Jersey" 4.0 1.32019
Oklahoma 11.0 8.32019
Ohio 10.0 6.777061
Idaho 11.0 8.32019
Oklahoma 11.0 7.625621
Nevada 9.0 4.675329
Alaska 11.0 8.32019
"North Carolina" 5.85 4.53572
"District of Columbia" 4.0 1.32019
Connecticut 4.0 1.32019
Hawaii 4.87 2.981147
Arkansas 7.0 3.625621
U.S. 5.9 4.40154
Tennessee 6.0 2.625621
Maine 7.0 4.32019
Missouri 8.0 4.766772
U.S. 8.0 4.367316
Vermont 10.0 6.625621
Maryland 6.0 2.625621
Indiana 11.0 8.32019
Illinois 8.0 5.32019
Idaho 15.0 11.62562
Massachusetts 8.0 5.32019
Wyoming 8.0 5.32019
"West Virginia" 5.0 2.32019
U.S. 8.0 5.397644
"Rhode Island" 4.1 2.211147
Alabama 6.0 3.32019
Iowa 10.0 7.32019
"New Jersey" 4.76 3.44572
"New Hampshire" 11.0 7.625621
U.S. 11.0 6.330044
"New Hampshire" 11.0 6.585637
Florida 8.0 3.357989
Missouri 10.0 7.32019
"North Dakota" 11.0 8.32019
Tennessee 5.0 2.32019
"New Mexico" 18.0 15.32019
Kentucky 8.0 4.625621
Connecticut 7.0 3.625621
Louisiana 4.0 0.6256206
U.S. 10.0 6.948434
Utah 7.0 4.29485
Florida 2.0 0.1465734
"South Dakota" 12.0 9.32019
U.S. 8.0 4.526716
Oregon 7.0 4.32019
Hawaii 8.0 4.625621
Minnesota 9.0 6.32019
Missouri 9.0 5.625621
Mississippi 4.0 0.6256206
Nevada 11.0 8.32019
Vermont 5.53 3.641148
Indiana 12.0 8.625621
U.S. 8.0 5.136012
Alabama 8.0 4.625621
Nebraska 10.0 7.32019
U.S. 6.0 3.682503
Arkansas 10.11 8.221148
Kansas 13.0 10.32019
"West Virginia" 10.0 5.646734
Wisconsin 12.0 7.675329
Missouri 8.0 5.498065
Idaho 3.14 1.251148
Ohio 6.33 5.01572
"District of Columbia" 7.31 5.421147
Wisconsin 8.0 5.32019
Maine 7.0 3.625621
Indiana 10.0 6.825518
Iowa 9.0 5.625621
Louisiana 5.0 2.32019
Kentucky 8.0 5.32019
Iowa 6.0 3.767132
U.S. 8.0 3.772962
U.S. 6.0 4.732128
Arizona 8.0 5.32019
Pennsylvania 5.53 4.21572
Florida 6.0 2.512693
"South Dakota" 2.15 0.2611475
U.S. 5.0 2.779204
"South Carolina" 6.0 3.32019
Wyoming 5.66 3.771147
Nevada 5.29 3.401147
"New Mexico" 13.27 11.38115
Colorado 11.0 8.32019
U.S. 10.0 4.63171
Washington 9.0 5.625621
"West Virginia" 9.31 7.421148
Illinois 8.0 4.625621
Nebraska 6.66 4.771147
Illinois 6.7 5.38572
Mississippi 3.97 2.081147
Florida 6.0 2.853087
"New York" 5.19 3.87572
"New Mexico" 20.0 16.62562
"New Jersey" 4.0 0.6256206
Massachusetts 6.0 2.625621
Louisiana 8.11 6.221147
"North Carolina" 8.0 5.32019
Kansas 11.0 7.625621
"New York" 4.0 1.32019
Colorado 6.0 3.519274
Utah 13.0 8.842601
"North Dakota" 16.91 15.02115
Oregon 9.0 5.625621
Wisconsin 9.0 5.625621
U.S. 9.0 5.344678
Texas 7.46 6.14572
Oklahoma 11.55 9.661148
Michigan 8.0 5.32019
California 5.41 4.09572
Minnesota 8.0 4.625621
Texas 7.0 4.32019
Virginia 8.0 5.32019
Pennsylvania 3.0 1.257135
Ohio 9.0 6.32019
Ohio 12.0 6.694705
"New Hampshire" 5.0 2.921994
Pennsylvania 9.0 3.694705
Kentucky 5.4 3.511147
U.S. 10.0 4.81418
U.S. 7.0 4.107317
Michigan 11.0 6.675329
Alaska 11.0 8.288994
"South Carolina" 5.4 3.511147
Nevada 10.0 6.625621
Pennsylvania 5.0 1.481105
Utah 7.0 3.473577
Pennsylvania 6.0 3.762213
Pennsylvania 6.0 3.32019
"New Hampshire" 14.0 10.2652
Alaska 10.0 7.173285
"New Mexico" 16.0 14.44387
Florida 5.7 1.46539
U.S. 12.0 7.22586
Florida 5.71 4.39572
Virginia 11.0 7.213745
Montana 5.86 3.971148
"North Carolina" 9.0 4.675329
Arizona 10.0 5.675329
Kansas 6.51 4.621148
Georgia 5.0 2.450868
Oregon 5.83 3.941147
"North Carolina" 7.7 3.9205
Connecticut 7.17 5.281147
U.S. 8.5 6.737802
"North Carolina" 7.0 3.625621
U.S. 6.0 4.610985
Idaho 13.0 9.44988
California 7.0 4.32019
Georgia 7.0 4.32019
U.S. 6.0 3.357404
Georgia 11.0 5.649829
Iowa 9.15 7.261147
U.S. 5.0 1.954424
Arizona 10.0 6.625621
Colorado 13.0 9.282323
Alabama 3.64 1.751148
Nevada 11.0 7.87428
Tennessee 7.1 5.211147
Virginia 15.0 10.42536
Colorado 11.0 7.625621
Arizona 7.0 3.977203
Pennsylvania 7.0 6.091406
"North Carolina" 6.0 5.091406
Florida 3.0 2.091406
Ohio 6.0 5.091406
Florida 5.0 2.32019
Massachusetts 6.21 4.321147
Colorado 12.0 7.675329
Michigan 8.0 4.625621
Ohio 9.0 4.675329
"New Hampshire" 12.0 8.417899
"South Carolina" 7.0 3.625621
Florida 8.0 4.37416
Pennsylvania 6.9 3.116643
Delaware 9.0 4.480228
U.S. 6.49 4.601147
Ohio 9.0 5.625621
Georgia 6.96 5.071147
"New York" 6.0 1.792983
U.S. 10.0 5.911604
Virginia 9.0 5.653359
Ohio 9.8 6.016042
Arizona 8.3 4.299511
Ohio 6.0 4.959641
Pennsylvania 6.0 4.959641
"North Carolina" 6.0 4.959641
Florida 4.0 2.959641
Virginia 8.0 3.675329
"New Hampshire" 11.46 9.195429
Iowa 12.0 8.019461
Virginia 9.0 5.625621
U.S. 7.0 3.576194
Delaware 5.07 2.805429
Maryland 5.26 3.371148
"North Dakota" 10.23 7.965428
U.S. 10.0 6.688682
"District of Columbia" 1.81 -0.4545714
Texas 8.0 3.675329
"District of Columbia" 3.0 -0.5032499
Nevada 4.8 1.640712
Texas 8.0 4.625621
Kentucky 5.0 1.15572
Alaska 16.0 12.49675
U.S. 7.0 4.61113
Washington 7.33 5.441147
Wyoming 9.0 5.49675
Colorado 16.0 12.01946
U.S. 6.0 4.488824
Michigan 6.0 4.7703
U.S. 5.0 3.837977
"West Virginia" 3.69 1.425429
"New York" 5.0 1.625621
Virginia 6.24 4.351147
Pennsylvania 8.0 3.675329
"South Dakota" 11.0 7.49675
"North Dakota" 14.0 10.49675
"Maine CD-2" 9.9 5.862056
"West Virginia" 6.0 2.49675
Florida 5.0 2.433299
U.S. 8.0 5.689157
Arizona 9.0 5.888355
Pennsylvania 6.0 2.625621
"South Dakota" 8.63 6.365428
U.S. 6.4 4.828811
Arizona 4.55 2.661148
"Maine CD-1" 12.1 8.062057
Nebraska 10.0 6.49675
Vermont 6.75 4.485428
U.S. 9.0 4.24918
Alaska 4.87 2.605429
U.S. 7.0 5.475875
Michigan 7.62 5.731147
Arizona 3.0 0.9369594
Hawaii 1.49 -0.7745713
Montana 8.0 4.49675
Colorado 8.34 6.451148
"North Carolina" 6.35 4.461147
"Rhode Island" 8.0 4.49675
Montana 13.84 11.57543
Minnesota 8.59 6.701148
Virginia 11.0 7.019461
Wyoming 12.22 9.955429
Delaware 9.0 5.49675
Idaho 7.98 5.715429
Indiana 6.2 4.311147
U.S. 6.7 5.06664
U.S. 6.9 4.781381
"Rhode Island" 2.26 -0.0045713
Alaska 19.0 12.05619
"New Hampshire" 8.0 4.066517
"New York" 9.0 3.789759
Maine 9.22 6.955429
Nebraska 6.04 3.775428
Vermont 11.0 7.49675
California 7.0 3.625621
U.S. 6.0 4.737344
Oklahoma 10.0 6.49675
Georgia 7.0 3.625621
Missouri 5.0 3.082764
Tennessee 7.0 3.49675
Arkansas 9.0 5.49675
Arizona 5.0 3.183982
Florida 5.0 1.625621
Nevada 10.78 8.515429
U.S. 6.0 4.335399
Wyoming 15.0 8.056193
Idaho 15.0 11.49675
Michigan 5.0 3.38034
Missouri 7.64 5.751147
Pennsylvania 5.0 3.135417
Louisiana 5.0 1.49675
"South Dakota" 19.0 12.05619
Hawaii 9.0 5.49675
"New Hampshire" 10.0 6.49675
Florida 7.0 2.675329
U.S. 5.0 4.091406
Ohio 6.0 3.789994
Maryland 6.0 2.49675
Mississippi 6.06 3.795429
Kentucky 7.0 3.49675
Arkansas 9.55 7.285429
Nevada 4.0 2.183982
"New Mexico" 14.3 12.03543
Missouri 9.0 5.49675
Maine 6.0 2.49675
"New Hampshire" 14.35 11.77371
Connecticut 7.0 3.49675
U.S. 6.7 4.518094
Mississippi 4.0 0.4967501
Virginia 7.0 5.183982
Wisconsin 8.15 6.261147
Alabama 8.0 4.49675
Kansas 8.0 5.278818
Indiana 13.0 9.49675
Nebraska 15.0 8.056193
Delaware 5.11 2.533705
Louisiana 6.52 4.255429
Montana 14.0 7.056193
"New Jersey" 3.71 1.821148
"West Virginia" 12.0 5.056192
Iowa 9.0 5.49675
Oklahoma 6.91 4.645428
Louisiana 9.0 2.056193
"District of Columbia" 4.88 2.303705
U.S. 7.0 5.645704
Florida 3.8 1.838432
Ohio 5.4 3.511147
Maine 11.1 7.062057
"North Dakota" 16.0 9.056193
Washington 10.0 6.49675
Indiana 13.0 6.056193
"New Mexico" 21.0 17.49675
Minnesota 15.0 8.056193
U.S. 7.0 5.175067
Oklahoma 13.0 6.056193
Alabama 8.0 1.056193
Kansas 6.61 4.345429
"Rhode Island" 3.7 1.123705
Kentucky 7.0 0.0561931
U.S. 7.6 5.691575
Georgia 7.0 4.442096
U.S. 6.5 4.273732
U.S. 7.5 5.659708
Massachusetts 6.0 2.49675
Oregon 9.0 5.49675
Illinois 8.0 4.49675
Florida 8.3 3.72858
U.S. 5.0 2.367629
"South Carolina" 5.41 3.145429
"New Jersey" 4.0 0.4967501
Kansas 11.0 7.49675
Texas 7.82 5.931148
Tennessee 6.51 4.245429
U.S. 7.4 5.345983
Hawaii 13.99 11.4137
Vermont 5.0 2.972396
"New York" 5.27 3.381147
Georgia 9.0 4.675329
Illinois 6.22 4.331147
Pennsylvania 7.0 4.043924
Florida 5.0 2.921994
Wisconsin 10.0 6.49675
Iowa 7.0 1.984857
Michigan 7.0 5.237243
Connecticut 12.0 5.056192
Montana 4.07 1.493705
Nevada 10.0 6.49675
Kentucky 7.64 5.375429
Minnesota 9.0 5.49675
U.S. 7.9 5.917165
California 5.62 3.731147
Tennessee 10.0 3.056193
"North Dakota" 7.37 4.793705
U.S. 8.0 4.564934
Utah 7.0 3.319366
Florida 6.0 1.724645
Florida 5.25 3.361147
Idaho 19.0 12.05619
Maine 15.0 8.056193
U.S. 6.4 4.117227
Iowa 8.0 5.937675
Iowa 7.18 4.915429
Missouri 14.0 7.056193
U.S. 7.0 5.046197
Arkansas 11.0 4.056192
U.S. 5.0 2.386011
Connecticut 4.65 2.385429
Alabama 4.88 2.615429
Iowa 6.0 3.427146
Alaska 17.1 14.52371
Massachusetts 5.1 2.835429
"North Carolina" 7.0 3.49675
"Rhode Island" 15.0 8.056193
Utah 13.0 8.179127
U.S. 9.0 5.430035
Florida 9.0 4.439081
Nebraska 4.57 1.993705
U.S. 10.0 4.842181
Oregon 6.62 4.355428
Virginia 10.0 5.901182
Colorado 13.0 8.901183
Idaho 9.66 7.083704
Georgia 10.8 6.915696
Arizona 12.0 8.49675
Oregon 6.0 3.638038
Georgia 8.09 5.825428
Delaware 12.0 5.056192
Colorado 12.0 8.49675
Pennsylvania 7.58 5.691147
U.S. 7.0 4.007689
Vermont 11.0 4.056192
Maryland 7.85 5.585429
Wisconsin 10.0 5.175613
U.S. 6.5 4.179607
U.S. 5.0 3.138225
Washington 6.97 4.705429
Michigan 9.0 5.49675
Michigan 2.0 -0.062325
"Rhode Island" 4.4 1.340876
U.S. 7.01 4.745429
"South Dakota" 6.99 4.413704
"District of Columbia" 5.14 2.080876
Ohio 8.0 4.49675
Illinois 12.0 5.056192
"West Virginia" 3.77 1.193704
Virginia 10.0 4.984857
Hawaii 7.0 0.0561931
Massachusetts 11.0 4.056192
"New Hampshire" 8.61 5.550875
"South Carolina" 7.0 3.49675
Arkansas 2.85 0.2737044
Illinois 5.2 2.335123
Illinois 4.3 1.290629
Colorado 13.0 7.984857
Oklahoma 6.24 3.663704
Iowa 3.0 1.38034
Minnesota 7.23 4.965429
U.S. 7.0 4.914432
Tennessee 7.0 2.95358
Vermont 10.26 7.683705
Maryland 9.0 2.056193
Oregon 11.0 4.056192
U.S. 5.9 5.407949
"New Jersey" 8.0 1.056193
California 11.0 4.123247
Colorado 5.0 2.414057
Virginia 9.0 5.49675
U.S. 10.0 4.995968
Mississippi 2.05 -0.5262955
Missouri 7.76 5.495429
Texas 8.0 4.49675
U.S. 10.0 5.075231
Mississippi 4.0 -2.943807
Michigan 6.68 4.415429
Virginia 8.59 6.325428
"West Virginia" 6.88 3.820876
Ohio 6.0 3.596386
U.S. 7.0 5.03099
"New Mexico" 16.1 13.52371
U.S. 9.0 4.623145
U.S. 6.0 3.917424
Michigan 7.5 3.519886
Indiana 7.76 5.495429
U.S. 7.0 4.095018
"North Carolina" 5.17 2.905429
Arizona 7.81 5.545429
"North Carolina" 10.0 6.806778
Wyoming 14.56 11.98371
Colorado 11.42 9.155429
U.S. 6.0 4.269985
Kansas 5.17 2.593705
Montana 10.98 7.920875
U.S. 7.0 3.364985
Alaska 5.49 2.430876
Connecticut 6.01 3.433705
Nevada 5.0 2.433065
California 3.0 0.1495089
"New York" 5.0 1.49675
Vermont 6.65 3.590876
Nevada 8.71 6.133705
Pennsylvania 6.0 2.49675
Hawaii 5.27 2.210876
Maine 2.51 -0.5491242
Delaware 9.39 6.330876
Louisiana 4.46 1.883705
U.S. 6.0 3.005129
Washington 16.0 9.056193
"New Hampshire" 14.0 7.056193
Tennessee 7.75 5.173705
"South Dakota" 2.74 -0.3191242
Wisconsin 6.54 4.275428
Michigan 8.0 4.034883
Vermont 10.0 5.859689
Pennsylvania 6.87 4.605428
U.S. 6.0 3.792768
"North Dakota" 12.0 8.940876
Virginia 8.0 4.524909
U.S. 9.0 5.08056
Georgia 7.0 3.49675
U.S. 6.0 4.204287
California 10.0 5.940788
"South Carolina" 5.24 2.663704
Iowa 7.56 4.983704
Hawaii 11.85 8.491493
Arizona 4.0 1.520554
U.S. 11.0 6.67256
Alabama 4.17 1.593705
Florida 5.0 1.49675
Oregon 7.77 5.193704
"Rhode Island" 6.31 2.951492
Idaho 8.17 5.110876
Wyoming 9.7 6.640875
California 8.0 4.49675
Pennsylvania 5.0 2.038313
"New Jersey" 3.81 1.545429
U.S. 7.0 4.682114
Ohio 7.24 4.975428
"North Carolina" 6.0 3.433599
U.S. 12.0 7.026626
Nevada 12.0 5.056192
Maryland 4.95 2.373704
Nebraska 6.88 3.820876
Massachusetts 6.19 3.613705
U.S. 12.0 6.890074
Georgia 4.0 1.480639
Maine 4.64 2.063704
U.S. 7.0 5.154737
Michigan 8.0 5.336138
Oklahoma 10.83 7.770875
U.S. 5.0 3.41449
Ohio 4.8 2.932618
"North Dakota" 14.54 11.18149
U.S. 8.0 4.610142
Massachusetts 4.0 1.097145
Michigan 3.0 0.4380803
Florida 6.43 4.165429
Mississippi 4.84 1.780876
Wyoming 11.77 8.411493
"New Mexico" 25.0 18.05619
Connecticut 6.0 1.684334
"New Mexico" 11.6 8.540876
Delaware 12.39 9.031493
Georgia 7.45 4.873704
U.S. 6.6 4.246599
"District of Columbia" 0.0 -3.358508
U.S. 12.0 7.787807
"South Dakota" 11.86 8.501493
Alaska 9.92 6.561492
Texas 7.83 5.565428
U.S. 6.67 4.093705
Illinois 7.66 5.395428
U.S. 6.0 3.692134
Washington 9.59 7.013705
Kentucky 4.92 1.860876
Kansas 8.8 5.740876
Iowa 16.0 9.056193
Oklahoma 7.0 4.627087
U.S. 6.1 3.710502
"South Carolina" 7.62 4.560875
Iowa 16.0 10.21077
"Maine CD-2" 10.5 6.028347
"New York" 4.92 2.655429
Minnesota 9.94 7.363704
U.S. 7.0 4.022981
Maine 17.14 13.78149
Louisiana 5.78 2.720876
Texas 2.6 0.0128345
California 7.23 4.965429
"New Hampshire" 12.73 9.069724
U.S. 6.7 4.284742
"West Virginia" 6.76 3.401492
"New Hampshire" 10.0 7.035052
Tennessee 6.66 3.600876
Arkansas 3.96 0.9008759
"North Carolina" 6.67 4.093705
Kentucky 7.12 4.543705
U.S. 9.0 4.671038
Arizona 6.51 3.933705
Vermont 0.0 -3.358508
U.S. 10.0 4.75413
"District of Columbia" 9.39 5.729724
"Maine CD-1" 9.4 4.928346
Colorado 10.02 7.443705
Wisconsin 13.0 6.056193
U.S. 7.6 5.131336
Virginia 6.35 3.773704
Michigan 6.55 3.973705
U.S. 9.0 6.546615
Missouri 9.23 6.653704
Texas 11.0 4.056192
Missouri 8.0 5.178032
Connecticut 3.91 0.850876
Indiana 6.95 4.373704
U.S. 9.0 4.972505
U.S. 7.3 4.791593
"New York" 8.0 1.056193
Maryland 6.86 3.800876
Wisconsin 3.99 1.413705
U.S. 6.0 3.600495
Iowa 6.48 3.420876
"New Jersey" 9.0 4.525368
Montana 6.1 2.741492
Missouri 7.0 4.636252
Oregon 5.24 2.180876
U.S. 6.0 2.712819
U.S. 7.8 5.242427
Wyoming 3.58 -0.0802763
"North Dakota" 12.96 9.299725
Pennsylvania 5.16 2.583704
Iowa 6.0 2.592405
Florida 5.9 2.176136
U.S. 8.2 5.593088
Georgia 7.39 4.330875
Idaho 9.04 5.681492
"Rhode Island" 8.84 5.179724
Massachusetts 7.02 3.960876
U.S. 7.0 4.510568
Colorado 16.0 9.056193
Illinois 7.0 4.042861
U.S. 6.8 3.931492
Ohio 15.0 9.210767
Virginia 11.0 5.210767
Michigan 14.0 8.210767
"New Hampshire" 4.68 1.321492
"North Carolina" 10.0 4.210767
Pennsylvania 13.0 7.210767
Florida 12.0 6.210767
U.S. 7.0 4.82654
Alabama 4.93 1.870876
U.S. 7.4 4.744831
"New Jersey" 5.03 2.453705
Ohio 7.23 4.653704
U.S. 9.0 6.382108
U.S. 11.0 6.22391
U.S. 8.0 3.837126
Vermont 10.38 6.719724
U.S. 7.0 4.430665
"North Carolina" 10.0 3.056193
Maine 10.0 5.528347
"New Mexico" 17.4 14.04149
Delaware 6.6 2.939723
Nebraska 5.33 1.971492
Arizona 13.0 6.056193
U.S. 9.0 4.673896
U.S. 6.7 4.011043
U.S. 8.0 5.178061
Kansas 17.0 10.05619
U.S. 3.0 0.9546379
U.S. 12.0 6.951376
U.S. 6.0 2.198628
Illinois 6.88 4.303705
Hawaii 10.64 6.743975
U.S. 6.2 3.494569
U.S. 7.03 3.970876
Nevada 12.95 9.890876
Michigan 13.0 6.056193
"South Dakota" 13.38 9.719725
"District of Columbia" 6.32 2.423975
U.S. 7.0 4.36928
Mississippi 3.6 0.241492
Washington 8.26 5.200876
U.S. 6.0 3.027963
U.S. 9.0 5.636351
Wisconsin 3.0 1.40515
Alaska 8.53 4.869723
Georgia 6.0 3.479057
Illinois 6.1 2.956484
"New Jersey" 5.0 1.485307
"North Carolina" 7.83 4.770875
Kansas 7.0 4.037772
Texas 7.9 5.323704
U.S. 6.2 3.473164
Virginia 7.23 4.170876
Florida 6.01 3.433705
Ohio 13.0 6.056193
Idaho 5.0 2.102407
Nevada 9.94 6.581491
Ohio 5.0 3.38034
"North Dakota" 8.91 5.013974
Arkansas 4.38 1.021492
California 5.65 3.073705
U.S. 13.0 8.691205
U.S. 6.5 3.734818
Montana 13.28 9.619724
Michigan 7.76 4.700876
"New York" 5.53 2.953705
Wyoming 14.78 10.88398
"New Hampshire" 10.44 6.543974
Kansas 9.46 6.101492
U.S. 7.0 4.29961
Minnesota 8.46 5.400876
Colorado 9.21 6.150876
"Rhode Island" 5.77 1.873975
Arizona 6.48 3.420876
Louisiana 4.85 1.491492
Vermont 7.19 3.293975
U.S. 7.5 4.698926
"West Virginia" 10.5 6.839724
Kentucky 6.86 3.501492
Mississippi 4.33 0.6697237
Maine 7.28 3.619724
Connecticut 7.61 4.251492
Missouri 8.14 5.080876
Delaware 7.86 3.963974
U.S. 7.0 4.958261
"South Carolina" 10.0 3.056193
U.S. 6.0 3.224776
Maine 8.49 4.593974
Oklahoma 14.24 10.88149
U.S. 7.2 4.355667
U.S. 8.0 6.21112
Idaho 8.14 4.479724
Tennessee 7.02 3.661492
Pennsylvania 12.0 5.056192
Arkansas 6.93 3.269723
U.S. 8.0 5.060786
"South Carolina" 5.09 1.731492
Hawaii 2.79 -0.8702762
Georgia 5.2 2.73842
Pennsylvania 6.39 3.330876
Georgia 12.0 5.056192
Nevada 10.0 6.93989
Nevada 15.06 11.39972
"North Carolina" 6.0 3.05955
"New Mexico" 17.9 14.23972
Indiana 9.37 6.310875
Iowa 10.58 7.221492
"New Jersey" 4.98 1.920876
Arizona 10.0 5.675838
Michigan 12.0 7.675838
Wisconsin 16.0 11.67584
U.S. 7.8 4.909081
U.S. 8.0 5.410831
U.S. 7.0 4.159078
Alabama 4.86 1.501492
"South Dakota" 5.61 1.713975
"Rhode Island" 7.0 2.872932
U.S. 7.0 3.913052
"North Dakota" 9.48 5.352931
Wisconsin 8.4 5.340875
Virginia 13.0 6.056193
Florida 5.93 2.870876
U.S. 7.2 4.269166
U.S. 8.0 3.750163
Ohio 6.43 3.370876
Virginia 6.0 3.215672
Alaska 9.4 5.272931
Hawaii 7.91 3.782931
Nebraska 6.77 3.109724
U.S. 7.0 4.109528
Oregon 6.08 2.721492
U.S. 7.0 4.086709
Massachusetts 6.94 3.581492
U.S. 8.0 3.374438
U.S. 6.0 3.347544
Wyoming 9.73 5.602931
Maryland 7.01 3.651492
Maine 6.54 2.412932
"West Virginia" 8.96 5.063974
Alaska 16.0 10.66169
Florida 10.0 3.056193
U.S. 6.8 3.835481
Delaware 7.68 3.552932
Florida 2.0 -0.4386222
U.S. 5.0 2.713307
Louisiana 0.98 -2.680276
Montana 8.95 5.053974
Oklahoma 8.45 4.789723
Alaska 8.44 4.543974
"New Hampshire" 15.6 11.47293
U.S. 7.0 3.850881
"District of Columbia" 8.68 4.552932
Illinois 6.8 3.740876
U.S. 7.0 4.052665
"Rhode Island" 12.98 8.825315
U.S. 7.0 4.303182
U.S. 6.7 3.704268
Texas 7.0 4.642006
Kentucky 7.07 3.409724
"New Hampshire" 10.0 5.675838
Idaho 17.29 13.39398
"New York" 4.69 1.630876
Colorado 4.0 2.40515
California 6.95 3.890875
Georgia 7.79 4.431492
U.S. 9.0 6.101324
U.S. 8.1 5.064372
Texas 8.06 5.000876
U.S. 8.0 3.717053
Kansas 7.37 3.709723
Connecticut 6.07 2.409724
Washington 9.78 6.421492
"North Carolina" 2.0 0.4051497
U.S. 6.0 2.98578
U.S. 4.0 1.505657
"South Carolina" 7.28 3.619724
California 12.0 5.056192
Virginia 6.0 3.602624
Vermont 12.97 8.842933
U.S. 7.0 3.781331
U.S. 7.8 4.441492
Pennsylvania 4.0 1.917424
U.S. 7.6 4.526315
Minnesota 8.74 5.381492
U.S. 9.0 5.681047
Colorado 10.22 6.861492
Tennessee 9.14 5.479724
U.S. 7.0 3.764267
Alabama 6.82 3.159724
U.S. 8.0 3.81726
Virginia 7.92 4.561492
Arkansas 7.02 3.123975
U.S. 8.2 5.09898
Mississippi 5.25 1.353975
Iowa 11.39 7.729724
Arkansas 8.0 4.770077
"New Mexico" 12.52 8.623976
"North Carolina" 5.64 2.281492
Missouri 9.23 5.871491
Wyoming 9.5 5.345314
Pennsylvania 13.0 8.675838
Ohio 14.0 9.675838
"North Carolina" 8.0 3.675838
Nevada 9.0 4.675838
Arizona 10.52 7.161492
U.S. 8.3 5.178039
Oklahoma 14.61 10.71397
Nebraska 4.3 0.4039748
Oregon 7.93 4.269723
Alaska 14.66 10.50531
Michigan 8.21 4.851492
Massachusetts 8.11 4.449723
U.S. 7.7 4.568999
Indiana 10.73 7.371491
"West Virginia" 5.48 1.352932
U.S. 10.0 5.199393
U.S. 6.0 3.178691
U.S. 9.0 6.28314
Nevada 8.0 4.987783
Georgia 6.65 2.989724
Maryland 8.3 4.639724
Hawaii 4.8 0.6453143
Wisconsin 6.85 3.491492
Nevada 12.76 8.863976
Idaho 9.14 5.012932
U.S. 9.0 4.159239
"District of Columbia" 9.98 5.825314
U.S. 8.8 5.65565
U.S. 10.0 5.067663
